Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,class
0.433638,0.423151,0.331529,0.661473,0.458744,0.442247,0.380624,Osmancik
0.458106,0.442972,0.349048,0.681042,0.456966,0.466333,0.5674,Osmancik
0.371237,0.354959,0.329082,0.549254,0.560644,0.369638,0.807896,Osmancik
0.388224,0.430139,0.388912,0.534571,0.621032,0.400844,0.344976,Osmancik
0.45617,0.54468,0.457533,0.587594,0.628775,0.469937,0.241421,Osmancik
0.282873,0.28824,0.208335,0.526115,0.469875,0.299226,0.306061,Osmancik
0.297043,0.301686,0.300338,0.444427,0.628801,0.297996,0.371118,Osmancik
0.310597,0.371373,0.319495,0.47168,0.620473,0.312412,0.198373,Osmancik
0.262718,0.28206,0.186203,0.52264,0.450284,0.285777,0.518442,Osmancik
0.221352,0.286159,0.3418,0.290685,0.777815,0.223189,0.134747,Osmancik
0.338585,0.383636,0.364846,0.464699,0.660119,0.343179,0.265661,Osmancik
0.335504,0.300772,0.2472,0.57021,0.464809,0.340278,0.365336,Osmancik
0.310069,0.356094,0.400736,0.378394,0.749364,0.313643,0.680372,Osmancik
0.269407,0.289185,0.262568,0.444998,0.597885,0.281382,0.480075,Osmancik
0.290002,0.31557,0.287397,0.46158,0.603621,0.294128,0.509648,Osmancik
0.415772,0.504859,0.390489,0.572309,0.590863,0.438291,0.536987,Osmancik
0.48935,0.573136,0.515257,0.594364,0.663292,0.503956,0.334842,Osmancik
0.332336,0.338365,0.256341,0.563133,0.481001,0.345816,0.612107,Osmancik
0.288682,0.351214,0.394374,0.347068,0.768043,0.289557,0.250878,Osmancik
0.292818,0.341666,0.368895,0.380451,0.728235,0.289381,0.227555,Osmancik
0.318166,0.294646,0.218402,0.572758,0.432171,0.330081,0.477235,Osmancik
0.328199,0.322167,0.271008,0.540824,0.516726,0.339223,0.400845,Osmancik
0.110808,0.13545,0.20363,0.19515,0.765038,0.111111,0.247927,Osmancik
0.456874,0.463231,0.370743,0.65644,0.500297,0.459828,0.807597,Osmancik
0.279264,0.330601,0.246454,0.504122,0.528925,0.287008,0.266871,Osmancik
0.327935,0.310949,0.230927,0.586018,0.431738,0.340541,0.399266,Osmancik
0.303556,0.286042,0.235411,0.525003,0.498116,0.301951,0.814654,Osmancik
0.363228,0.341048,0.300274,0.561021,0.524611,0.361814,0.340151,Osmancik
0.363316,0.422961,0.385748,0.499755,0.646984,0.371484,0.192719,Osmancik
0.282081,0.322088,0.270653,0.459273,0.591841,0.284283,0.268302,Osmancik
0.239394,0.298073,0.347298,0.309599,0.76734,0.237254,0.188841,Osmancik
0.368685,0.430239,0.383368,0.498287,0.646444,0.378604,0.224391,Osmancik
0.228745,0.244293,0.254212,0.362423,0.663319,0.231628,0.381237,Osmancik
0.27636,0.253436,0.192299,0.521907,0.457521,0.281118,0.315399,Osmancik
0.370093,0.42079,0.41464,0.473531,0.687544,0.373242,0.438204,Osmancik
0.435927,0.456767,0.3959,0.606135,0.566451,0.44462,0.829022,Osmancik
0.342281,0.35235,0.271548,0.577442,0.481857,0.353991,0.461078,Osmancik
0.298539,0.27614,0.274715,0.469226,0.586315,0.301688,0.350256,Osmancik
0.465499,0.503338,0.421892,0.632976,0.564609,0.480134,0.630416,Osmancik
0.351611,0.371933,0.324219,0.528523,0.574956,0.354606,0.299472,Osmancik
0.283665,0.368109,0.367324,0.383031,0.725298,0.290963,0.602618,Osmancik
0.338057,0.361624,0.296706,0.537851,0.542881,0.344146,0.277925,Osmancik
0.247228,0.360356,0.451323,0.233147,0.872252,0.246308,0.126006,Osmancik
0.398169,0.376934,0.32981,0.603658,0.511806,0.397767,0.838509,Osmancik
0.285601,0.269401,0.218344,0.514817,0.491434,0.293337,0.50217,Osmancik
0.263862,0.292296,0.264081,0.435167,0.607905,0.276459,0.329186,Osmancik
0.299155,0.281147,0.224453,0.536674,0.475578,0.303182,0.766239,Osmancik
0.384791,0.416375,0.42386,0.491224,0.680196,0.384142,0.728549,Osmancik
0.407499,0.379459,0.345542,0.582435,0.545069,0.406997,0.71272,Osmancik
0.294578,0.294229,0.266367,0.479498,0.56986,0.296326,0.289628,Osmancik
0.36006,0.363652,0.275366,0.583967,0.479203,0.37122,0.65713,Osmancik
0.406531,0.435061,0.390668,0.563347,0.598524,0.408755,0.75663,Osmancik
0.371678,0.394141,0.373499,0.51429,0.626128,0.379132,0.825779,Osmancik
0.28965,0.283338,0.232337,0.509669,0.510209,0.297293,0.475992,Osmancik
0.383999,0.377848,0.285296,0.635741,0.437814,0.394866,0.602022,Osmancik
0.370973,0.342658,0.276749,0.595293,0.469438,0.371923,0.389856,Osmancik
0.329343,0.346054,0.35307,0.455772,0.658859,0.329641,0.683895,Osmancik
0.235082,0.340102,0.400399,0.262276,0.829403,0.237166,0.888173,Osmancik
0.498768,0.50647,0.398032,0.702035,0.483356,0.504219,0.64873,Osmancik
0.276536,0.261975,0.237446,0.479968,0.543659,0.280239,0.669652,Osmancik
0.212287,0.269264,0.276321,0.326996,0.708547,0.222222,0.610184,Osmancik
0.129995,0.165528,0.215809,0.216774,0.755852,0.135109,0.755895,Osmancik
0.279616,0.300123,0.256116,0.467912,0.571589,0.287711,0.26314,Osmancik
0.440679,0.426077,0.300581,0.705389,0.382937,0.446642,0.389059,Osmancik
0.423429,0.470102,0.381612,0.603908,0.556626,0.439258,0.372261,Osmancik
0.324855,0.314482,0.290844,0.506482,0.566415,0.324015,0.416559,Osmancik
0.38884,0.380409,0.341122,0.568757,0.553503,0.387834,0.289787,Osmancik
0.223024,0.280096,0.295454,0.327603,0.721045,0.231013,0.552468,Osmancik
0.483982,0.537212,0.449425,0.630307,0.588455,0.497187,0.271112,Osmancik
0.357948,0.396507,0.364293,0.496021,0.634272,0.360144,0.328218,Osmancik
0.353899,0.314393,0.201169,0.655083,0.322332,0.363748,0.451611,Osmancik
0.274159,0.302747,0.305389,0.394189,0.674574,0.272679,0.267639,Osmancik
0.231561,0.241616,0.243792,0.382345,0.6381,0.232595,0.812159,Osmancik
0.194772,0.168248,0.159608,0.402608,0.546084,0.19629,0.416353,Osmancik
0.378895,0.384286,0.310285,0.60717,0.490393,0.392493,0.323544,Osmancik
0.396849,0.42079,0.342805,0.579992,0.5449,0.412887,0.415946,Osmancik
0.370885,0.370935,0.31006,0.569886,0.525226,0.372714,0.322488,Osmancik
0.692572,0.762414,0.648476,0.768274,0.623864,0.710004,0.239826,Osmancik
0.312445,0.311245,0.262504,0.523105,0.525698,0.31795,0.446003,Osmancik
0.247228,0.259741,0.218339,0.453118,0.551762,0.257208,0.791592,Osmancik
0.250044,0.303091,0.342435,0.333983,0.746406,0.249297,0.178878,Osmancik
0.159127,0.194818,0.245658,0.241096,0.756094,0.161041,0.213804,Osmancik
0.247844,0.289734,0.333903,0.328186,0.74543,0.24666,0.173155,Osmancik
0.36094,0.368152,0.259482,0.625732,0.421027,0.381857,0.658869,Osmancik
0.322126,0.271862,0.187815,0.605243,0.362467,0.323928,0.401527,Osmancik
0.349762,0.394416,0.417712,0.42979,0.722289,0.349332,0.317056,Osmancik
0.295459,0.295211,0.311317,0.43807,0.642607,0.293513,0.708318,Osmancik
0.430646,0.458272,0.406269,0.59102,0.587541,0.431347,0.294619,Osmancik
0.254445,0.254465,0.222698,0.447966,0.560612,0.258878,0.436758,Osmancik
0.538726,0.5749,0.408464,0.790175,0.410706,0.554149,0.325718,Osmancik
0.329695,0.316104,0.295511,0.518664,0.559388,0.330432,0.345197,Osmancik
0.398169,0.399058,0.361964,0.561513,0.577236,0.396097,0.290603,Osmancik
0.327671,0.348331,0.299915,0.506173,0.574429,0.3343,0.427233,Osmancik
0.343866,0.315613,0.253965,0.582983,0.45883,0.346783,0.716076,Osmancik
0.362964,0.369852,0.300319,0.568665,0.517504,0.366122,0.659792,Osmancik
0.30778,0.344211,0.258727,0.525843,0.519572,0.324895,0.53408,Osmancik
0.446488,0.489353,0.458386,0.558708,0.651888,0.453147,0.856928,Osmancik
0.351083,0.361365,0.293671,0.560465,0.519104,0.355309,0.301674,Osmancik
0.438303,0.529222,0.507261,0.510165,0.719211,0.450334,0.176863,Osmancik
0.345802,0.389361,0.316792,0.532306,0.565342,0.361287,0.256921,Osmancik
0.375286,0.375012,0.347028,0.544597,0.579707,0.375352,0.574093,Osmancik
0.432846,0.46339,0.491991,0.494115,0.721383,0.430907,0.258609,Osmancik
0.335504,0.318755,0.264558,0.561825,0.490324,0.349508,0.541454,Osmancik
0.449745,0.411004,0.315403,0.698714,0.40563,0.454905,0.562573,Osmancik
0.309629,0.319722,0.270259,0.50148,0.553025,0.317335,0.445191,Osmancik
0.201725,0.126837,0.10332,0.45458,0.432372,0.202268,0.563353,Osmancik
0.396673,0.45804,0.422029,0.519988,0.656708,0.403041,0.570359,Osmancik
0.416828,0.44931,0.39102,0.587518,0.57841,0.420622,0.429893,Osmancik
0.364548,0.345421,0.328116,0.530283,0.576647,0.362078,0.300636,Osmancik
0.333568,0.414405,0.390832,0.438331,0.698623,0.346871,0.739394,Osmancik
0.476061,0.537466,0.493389,0.56791,0.668549,0.482419,0.249762,Osmancik
0.406707,0.393449,0.309719,0.649084,0.449287,0.411217,0.387845,Osmancik
0.426421,0.443917,0.42175,0.561055,0.623918,0.423963,0.246636,Osmancik
0.409435,0.441002,0.415719,0.542378,0.634504,0.412711,0.829485,Osmancik
0.483894,0.58326,0.546175,0.551185,0.713717,0.499824,0.631376,Osmancik
0.436191,0.525757,0.417645,0.595047,0.593044,0.453059,0.21959,Osmancik
0.259461,0.233319,0.183398,0.504534,0.466265,0.265999,0.680663,Osmancik
0.351347,0.383758,0.366241,0.478862,0.649706,0.357155,0.289379,Osmancik
0.41894,0.481843,0.524633,0.4538,0.767787,0.414733,0.162641,Osmancik
0.265094,0.263396,0.236879,0.447751,0.573415,0.268899,0.32985,Osmancik
0.451681,0.472875,0.436211,0.583757,0.616305,0.450422,0.257231,Osmancik
0.450097,0.457168,0.437522,0.5781,0.62181,0.447257,0.584836,Osmancik
0.551575,0.574588,0.46957,0.727921,0.522841,0.564258,0.330113,Osmancik
0.459426,0.476165,0.481012,0.54974,0.673954,0.458509,0.766305,Osmancik
0.410315,0.48123,0.459244,0.503755,0.694001,0.41526,0.606585,Osmancik
0.380567,0.374177,0.303256,0.59382,0.496469,0.387219,0.789351,Osmancik
0.378014,0.413249,0.39857,0.486993,0.666204,0.377637,0.225253,Osmancik
0.387344,0.445697,0.38939,0.537286,0.619162,0.395658,0.254985,Osmancik
0.296427,0.285092,0.2332,0.514188,0.506611,0.298611,0.391798,Osmancik
0.393593,0.439592,0.383081,0.539107,0.612871,0.400756,0.28569,Osmancik
0.387432,0.44584,0.407071,0.521032,0.645306,0.400844,0.201574,Osmancik
0.439447,0.438731,0.349436,0.650389,0.486343,0.449367,0.751684,Osmancik
0.395529,0.418778,0.396509,0.531194,0.629452,0.400229,0.643149,Osmancik
0.398257,0.493504,0.459696,0.484523,0.708436,0.408228,0.573253,Osmancik
0.37159,0.395472,0.314175,0.577802,0.521603,0.376406,0.308138,Osmancik
0.3862,0.415287,0.358782,0.560508,0.575509,0.393899,0.389353,Osmancik
0.232353,0.31941,0.314358,0.333311,0.729064,0.241473,0.357276,Osmancik
0.427302,0.478563,0.461277,0.520417,0.682916,0.428885,0.827513,Osmancik
0.413484,0.513077,0.461742,0.517588,0.685333,0.426776,0.429018,Osmancik
0.338233,0.301369,0.234725,0.5952,0.426242,0.335795,0.788732,Osmancik
0.367981,0.394854,0.306078,0.571594,0.520027,0.380714,0.363519,Osmancik
0.238426,0.305789,0.29579,0.361909,0.693967,0.246484,0.249762,Osmancik
0.37467,0.382142,0.331109,0.542106,0.568706,0.376494,0.332575,Osmancik
0.412251,0.445512,0.452265,0.504464,0.688958,0.414821,0.442512,Osmancik
0.398961,0.392958,0.280099,0.66231,0.405323,0.407261,0.561905,Osmancik
0.292378,0.300725,0.273596,0.470061,0.584619,0.295534,0.40685,Osmancik
0.471308,0.53924,0.493666,0.566443,0.669826,0.487781,0.66252,Osmancik
0.439007,0.439391,0.355605,0.641578,0.500217,0.445411,0.651927,Osmancik
0.333744,0.325457,0.301263,0.506046,0.575681,0.33307,0.309171,Osmancik
0.269495,0.339215,0.286394,0.420329,0.638575,0.277602,0.246281,Osmancik
0.361556,0.369604,0.274676,0.588554,0.474024,0.377461,0.367085,Osmancik
0.450625,0.473937,0.375557,0.649157,0.511245,0.460619,0.451519,Osmancik
0.242299,0.303471,0.309451,0.346844,0.7153,0.247714,0.315775,Osmancik
0.297219,0.273785,0.282483,0.455187,0.605245,0.299666,0.312875,Osmancik
0.425453,0.451966,0.345371,0.641549,0.490831,0.43961,0.657612,Osmancik
0.36358,0.339453,0.246784,0.621574,0.411714,0.372714,0.600588,Osmancik
0.483366,0.440453,0.304431,0.774111,0.314499,0.488309,0.413149,Osmancik
0.313765,0.320123,0.29668,0.474587,0.599757,0.317511,0.286639,Osmancik
0.441648,0.501748,0.499512,0.508312,0.715846,0.447257,0.19077,Osmancik
0.310685,0.290363,0.253284,0.516431,0.523501,0.313467,0.804394,Osmancik
0.37511,0.375794,0.291266,0.593508,0.485353,0.383703,0.605252,Osmancik
0.48935,0.517138,0.459431,0.637321,0.590367,0.492264,0.77558,Osmancik
0.514786,0.576342,0.451905,0.690662,0.540021,0.530327,0.281327,Osmancik
0.31711,0.359775,0.309915,0.471645,0.612965,0.332542,0.305701,Osmancik
0.236314,0.208285,0.166242,0.478216,0.475745,0.234617,0.820143,Osmancik
0.333656,0.37329,0.361334,0.465229,0.657175,0.334828,0.224198,Osmancik
0.430734,0.430307,0.420186,0.557754,0.625426,0.428446,0.480947,Osmancik
0.280408,0.280999,0.216405,0.508009,0.49632,0.289557,0.320901,Osmancik
0.29449,0.324565,0.243788,0.500533,0.529884,0.303358,0.39445,Osmancik
0.083436,0.059922,0.115288,0.231159,0.670516,0.081312,0.726402,Osmancik
0.411899,0.483026,0.450981,0.510429,0.683648,0.420271,0.576798,Osmancik
0.289562,0.31688,0.230417,0.515949,0.502181,0.310742,0.542698,Osmancik
0.217567,0.285742,0.302506,0.306357,0.742133,0.219585,0.22638,Osmancik
0.475973,0.50789,0.383433,0.68559,0.485095,0.496835,0.34314,Osmancik
0.32283,0.394056,0.373903,0.431597,0.692512,0.330696,0.558453,Osmancik
0.45837,0.508144,0.457904,0.573849,0.639811,0.471079,0.488582,Osmancik
0.399578,0.407603,0.380422,0.548774,0.602764,0.402602,0.338918,Osmancik
0.414716,0.453424,0.372884,0.58348,0.567157,0.417985,0.294505,Osmancik
0.350819,0.365928,0.347209,0.5024,0.615981,0.352496,0.680852,Osmancik
0.356451,0.30392,0.218852,0.632445,0.368787,0.356804,0.406461,Osmancik
0.302148,0.331985,0.273174,0.504626,0.552695,0.305731,0.544855,Osmancik
0.309277,0.300952,0.287124,0.471828,0.594346,0.307577,0.331285,Osmancik
0.31931,0.31482,0.27568,0.521432,0.53931,0.326741,0.65503,Osmancik
0.408115,0.405401,0.392211,0.546735,0.613512,0.407876,0.737982,Osmancik
0.333304,0.325827,0.341451,0.470882,0.637943,0.330345,0.887412,Osmancik
0.366749,0.359374,0.207835,0.699798,0.279098,0.389592,0.612966,Osmancik
0.328199,0.330522,0.27272,0.531614,0.527052,0.332894,0.297171,Osmancik
0.289562,0.287093,0.274148,0.461206,0.593031,0.294216,0.431966,Osmancik
0.217303,0.277328,0.34359,0.2688,0.794494,0.219233,0.137523,Osmancik
0.346682,0.327797,0.23943,0.604537,0.421562,0.357771,0.70953,Osmancik
0.267294,0.238843,0.19625,0.508992,0.474999,0.266614,0.322997,Osmancik
0.418236,0.42378,0.416397,0.536554,0.639645,0.417106,0.275143,Osmancik
0.40213,0.42575,0.38864,0.551137,0.607139,0.405415,0.289087,Osmancik
0.240715,0.25146,0.275065,0.373179,0.669822,0.241385,0.332842,Osmancik
0.314997,0.286824,0.250479,0.536396,0.501541,0.316192,0.80132,Osmancik
0.374142,0.374721,0.320123,0.565106,0.538595,0.378077,0.340568,Osmancik
0.101303,0.116749,0.164853,0.212475,0.724559,0.105573,0.39534,Osmancik
0.284457,0.314667,0.27842,0.470568,0.588223,0.299754,0.264104,Osmancik
0.404418,0.439127,0.333259,0.629435,0.490913,0.420095,0.764488,Osmancik
0.289826,0.28289,0.274844,0.457414,0.596994,0.292106,0.879025,Osmancik
0.435751,0.446199,0.361228,0.633553,0.51265,0.445236,0.8026,Osmancik
0.396937,0.388648,0.308689,0.635972,0.461099,0.409195,0.359152,Osmancik
0.351347,0.386668,0.315499,0.565198,0.53442,0.370693,0.532908,Osmancik
0.311301,0.312169,0.285484,0.487466,0.579007,0.313027,0.350845,Osmancik
0.268351,0.294519,0.313465,0.389496,0.68414,0.270482,0.289871,Osmancik
0.318782,0.326566,0.324175,0.460976,0.633142,0.322873,0.837522,Osmancik
0.417268,0.466796,0.385,0.592672,0.569137,0.422996,0.265267,Osmancik
0.302324,0.348711,0.292432,0.500243,0.573408,0.32762,0.639389,Osmancik
0.296163,0.302246,0.290602,0.467754,0.600804,0.296238,0.616185,Osmancik
0.43135,0.454084,0.36014,0.632341,0.512783,0.438379,0.331519,Osmancik
0.242915,0.260053,0.244717,0.424728,0.601202,0.252286,0.429253,Osmancik
0.366837,0.408379,0.371762,0.506952,0.630864,0.36911,0.511254,Osmancik
0.230769,0.252796,0.311897,0.319438,0.738132,0.230222,0.729561,Osmancik
0.365869,0.393803,0.41643,0.452395,0.704691,0.366122,0.314298,Osmancik
0.410755,0.441446,0.416967,0.547954,0.630945,0.417106,0.397721,Osmancik
0.398961,0.399132,0.344131,0.593913,0.533515,0.404184,0.356966,Osmancik
0.383471,0.467578,0.453957,0.466904,0.717691,0.401195,0.227972,Osmancik
0.483014,0.6391,0.646354,0.456234,0.826778,0.489188,0.216965,Osmancik
0.215983,0.184841,0.170657,0.425426,0.534,0.219497,0.608677,Osmancik
0.344658,0.473118,0.499464,0.367367,0.811128,0.353024,0.199034,Osmancik
0.415948,0.481795,0.485112,0.48589,0.723077,0.418337,0.731464,Osmancik
0.411987,0.429389,0.324432,0.635899,0.476443,0.422117,0.75653,Osmancik
0.267823,0.26788,0.202925,0.510801,0.47998,0.286041,0.358851,Osmancik
0.286481,0.261828,0.196824,0.543638,0.439564,0.294128,0.313578,Osmancik
0.446576,0.458568,0.388137,0.626285,0.542538,0.45552,0.423587,Osmancik
0.356715,0.390909,0.318705,0.566275,0.536275,0.376494,0.509232,Osmancik
0.273807,0.322663,0.326606,0.395415,0.688595,0.28314,0.198046,Osmancik
0.370269,0.408158,0.342245,0.550597,0.570519,0.392669,0.731893,Osmancik
0.133691,0.08447,0.125023,0.306124,0.608483,0.132736,0.65996,Osmancik
0.350731,0.357821,0.287208,0.573787,0.500447,0.366385,0.298291,Osmancik
0.368773,0.458843,0.417637,0.477877,0.686225,0.394866,0.200699,Osmancik
0.364548,0.461504,0.430814,0.462193,0.706612,0.381593,0.207296,Osmancik
0.41454,0.444588,0.409324,0.553278,0.621016,0.420534,0.603912,Osmancik
0.367805,0.343625,0.293057,0.587115,0.493221,0.368319,0.344841,Osmancik
0.406002,0.409351,0.374535,0.5624,0.586614,0.406821,0.384393,Osmancik
0.333216,0.363636,0.3166,0.508051,0.586682,0.3423,0.269291,Osmancik
0.298011,0.279161,0.210604,0.535912,0.462168,0.29993,0.350786,Osmancik
0.351963,0.32308,0.274023,0.57525,0.48641,0.356276,0.542526,Osmancik
0.414628,0.443986,0.484449,0.470583,0.733506,0.41148,0.332079,Osmancik
0.20771,0.165623,0.126229,0.456479,0.456001,0.215805,0.643275,Osmancik
0.4163,0.438409,0.348741,0.628547,0.505995,0.434511,0.279566,Osmancik
0.09479,0.069893,0.128737,0.220633,0.690645,0.093091,0.289375,Osmancik
0.384615,0.334092,0.247851,0.656936,0.375462,0.390823,0.444517,Osmancik
0.228217,0.235247,0.215523,0.409153,0.590594,0.235232,0.445191,Osmancik
0.351875,0.349202,0.308947,0.546807,0.545467,0.358826,0.364968,Osmancik
0.301179,0.321332,0.283414,0.486818,0.577837,0.309072,0.570184,Osmancik
0.284633,0.341676,0.320062,0.407106,0.674581,0.294128,0.580272,Osmancik
0.359444,0.407899,0.364101,0.510018,0.622562,0.368935,0.463402,Osmancik
0.324591,0.320905,0.268784,0.542194,0.513337,0.341596,0.344048,Osmancik
0.395353,0.448692,0.369645,0.561357,0.583587,0.407964,0.546464,Osmancik
0.367013,0.439671,0.437222,0.452547,0.717764,0.371572,0.22103,Osmancik
0.380039,0.396903,0.347835,0.554741,0.571523,0.388625,0.34127,Osmancik
0.375638,0.395752,0.331829,0.568351,0.545878,0.392932,0.754779,Osmancik
0.346682,0.45729,0.369053,0.503922,0.63133,0.377725,0.196657,Osmancik
0.357595,0.414881,0.42282,0.465476,0.699015,0.359441,0.881938,Osmancik
0.249516,0.274836,0.280149,0.382076,0.666152,0.256065,0.260014,Osmancik
0.381975,0.461098,0.467124,0.466176,0.726267,0.386955,0.14988,Osmancik
0.26703,0.265208,0.239837,0.455931,0.568415,0.272152,0.511917,Osmancik
0.351611,0.372762,0.362165,0.481662,0.644453,0.34942,0.280943,Osmancik
0.265886,0.280714,0.196133,0.51967,0.463869,0.280239,0.45316,Osmancik
0.238602,0.283439,0.228109,0.433108,0.579329,0.248857,0.215579,Osmancik
0.239482,0.232094,0.278617,0.356775,0.685979,0.23699,0.719919,Osmancik
0.142052,0.113866,0.121668,0.333422,0.578841,0.144427,0.431611,Osmancik
0.327583,0.388469,0.433387,0.376546,0.769694,0.326741,0.336389,Osmancik
0.234466,0.223844,0.202442,0.43081,0.558567,0.238397,0.508241,Osmancik
0.261222,0.251687,0.253393,0.434073,0.600038,0.260285,0.297088,Osmancik
0.448161,0.476598,0.421496,0.592716,0.597936,0.455345,0.755236,Osmancik
0.4442,0.454644,0.35964,0.657566,0.489115,0.457103,0.368507,Osmancik
0.244323,0.233942,0.222054,0.425463,0.58114,0.250791,0.346217,Osmancik
0.300475,0.305652,0.310277,0.442929,0.637731,0.307753,0.560103,Osmancik
0.287537,0.304564,0.324753,0.402004,0.682025,0.28692,0.376953,Osmancik
0.538286,0.553178,0.555663,0.605172,0.681398,0.536744,0.377054,Osmancik
0.415684,0.496599,0.487696,0.482793,0.726825,0.41693,0.173089,Osmancik
0.375462,0.356501,0.365892,0.51465,0.620075,0.373945,0.4399,Osmancik
0.325383,0.323165,0.276904,0.527177,0.535042,0.333861,0.600174,Osmancik
0.147333,0.151701,0.193507,0.275216,0.692175,0.14935,0.24099,Osmancik
0.390336,0.391844,0.298259,0.622089,0.464382,0.397328,0.343778,Osmancik
0.58106,0.640214,0.551637,0.692903,0.613916,0.600563,0.75545,Osmancik
0.289738,0.281321,0.245451,0.508442,0.523844,0.295271,0.797564,Osmancik
0.295018,0.319806,0.258706,0.493389,0.550257,0.308456,0.551165,Osmancik
0.454233,0.512115,0.436243,0.611703,0.593613,0.471959,0.405552,Osmancik
0.438391,0.478716,0.362904,0.648119,0.50083,0.452795,0.289786,Osmancik
0.307956,0.302721,0.245911,0.535796,0.497713,0.316456,0.534424,Osmancik
0.448513,0.485651,0.374201,0.664354,0.496179,0.47442,0.443251,Osmancik
0.331984,0.32194,0.263609,0.55882,0.492339,0.339575,0.609899,Osmancik
0.31667,0.275733,0.207026,0.582599,0.40933,0.322609,0.719942,Osmancik
0.3348,0.369123,0.288191,0.53816,0.534985,0.348717,0.321298,Osmancik
0.433462,0.494639,0.50198,0.502815,0.721231,0.433456,0.849747,Osmancik
0.225576,0.207382,0.168067,0.444012,0.512796,0.226969,0.48709,Osmancik
0.384439,0.402237,0.28354,0.634226,0.437532,0.390735,0.312999,Osmancik
0.39104,0.452405,0.40732,0.518528,0.647476,0.398998,0.623631,Osmancik
0.284369,0.28403,0.216344,0.51686,0.487389,0.297908,0.542585,Osmancik
0.408379,0.436175,0.371768,0.590346,0.560264,0.418249,0.285233,Osmancik
0.199877,0.207213,0.163834,0.411498,0.541295,0.20763,0.368789,Osmancik
0.38664,0.44199,0.398658,0.511728,0.64669,0.387219,0.239612,Osmancik
0.261574,0.369467,0.305291,0.402507,0.667682,0.288326,0.245172,Osmancik
0.263158,0.250526,0.189092,0.50335,0.473422,0.27936,0.762313,Osmancik
0.399578,0.437823,0.383454,0.557525,0.597783,0.411129,0.378451,Osmancik
0.294666,0.329239,0.302668,0.450403,0.625506,0.311533,0.53911,Osmancik
0.408467,0.367016,0.29532,0.645673,0.438129,0.409634,0.668557,Osmancik
0.439887,0.473989,0.326217,0.694558,0.421026,0.462904,0.460833,Osmancik
0.344482,0.319494,0.242389,0.594571,0.435041,0.348277,0.70501,Osmancik
0.265446,0.208571,0.172729,0.504782,0.454703,0.263449,0.395204,Osmancik
0.351259,0.355455,0.320137,0.519152,0.579834,0.352936,0.357142,Osmancik
0.276184,0.301855,0.270516,0.436418,0.612048,0.278569,0.356147,Osmancik
0.209646,0.203965,0.166259,0.421794,0.533376,0.214311,0.574637,Osmancik
0.324415,0.371965,0.363956,0.436616,0.681815,0.325861,0.255788,Osmancik
0.40521,0.397024,0.314812,0.624226,0.478403,0.410074,0.840216,Osmancik
0.311917,0.33875,0.265511,0.522498,0.529048,0.318829,0.756113,Osmancik
0.421845,0.44153,0.36771,0.61232,0.537463,0.429501,0.609282,Osmancik
0.356979,0.355582,0.287128,0.577611,0.496705,0.362078,0.403634,Osmancik
0.249076,0.290938,0.314468,0.365489,0.704006,0.249033,0.302159,Osmancik
0.310861,0.331071,0.279705,0.50286,0.560064,0.324543,0.550674,Osmancik
0.129027,0.103995,0.107794,0.317059,0.582124,0.137746,0.458359,Osmancik
0.427126,0.503227,0.435341,0.551039,0.64172,0.433896,0.207826,Osmancik
0.23297,0.217037,0.227526,0.389492,0.618646,0.231013,0.350843,Osmancik
0.199437,0.256916,0.264803,0.316053,0.709402,0.202971,0.235532,Osmancik
0.325647,0.383473,0.389618,0.422777,0.709645,0.323928,0.178354,Osmancik
0.346594,0.465481,0.392952,0.470505,0.675218,0.368319,0.17062,Osmancik
0.28877,0.32204,0.240703,0.510726,0.517165,0.306259,0.274684,Osmancik
0.478877,0.527046,0.407018,0.677338,0.513641,0.496572,0.765893,Osmancik
0.284809,0.222635,0.157376,0.564578,0.37193,0.288942,0.442566,Osmancik
0.430294,0.399824,0.300048,0.690649,0.397554,0.438906,0.503047,Osmancik
0.179018,0.203965,0.198287,0.330674,0.647484,0.178973,0.629443,Osmancik
0.286217,0.275739,0.212901,0.525927,0.474742,0.296677,0.400568,Osmancik
0.575691,0.566941,0.425765,0.803034,0.415531,0.589926,0.457675,Osmancik
0.270375,0.337599,0.317558,0.393428,0.683856,0.279008,0.247177,Osmancik
0.267383,0.26225,0.241279,0.447918,0.577102,0.268284,0.331446,Osmancik
0.470692,0.54487,0.481792,0.579908,0.65171,0.475475,0.510245,Osmancik
0.344218,0.345701,0.321673,0.512562,0.586893,0.3452,0.827288,Osmancik
0.429678,0.440368,0.305025,0.699326,0.393988,0.443565,0.364168,Osmancik
0.228745,0.246306,0.207519,0.431823,0.562219,0.22987,0.262041,Osmancik
0.378366,0.398857,0.370544,0.530223,0.61065,0.382384,0.810423,Osmancik
0.282697,0.275596,0.248609,0.463791,0.568835,0.28481,0.742205,Osmancik
0.370797,0.366847,0.280778,0.608062,0.460834,0.386955,0.524207,Osmancik
0.362084,0.404582,0.399883,0.467419,0.682337,0.366737,0.408346,Osmancik
0.316494,0.308229,0.256739,0.52791,0.515722,0.317159,0.599653,Osmancik
0.536349,0.504447,0.398312,0.753506,0.435702,0.535865,0.35782,Osmancik
0.290706,0.296705,0.265393,0.468089,0.579429,0.294304,0.347348,Osmancik
0.419028,0.468016,0.359442,0.60373,0.538002,0.428094,0.332496,Osmancik
